label,feature0,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29
1,-0.6517582469591556,-0.6320595197835646,-0.6724483449657936,-0.825153764581124,-0.3628238692786856,-0.8549782221949573,-1.0,-1.0,-0.12323232323232314,-0.5876158382476833,-0.8411008509867826,-0.3083451202263082,-0.8682561372096311,-0.9433019921628396,-0.5240847129210999,-0.8810646799050681,-1.0,-1.0,-0.3029774300669781,-0.9925928996863037,-0.7431519032372822,-0.6172707889125799,-0.7729966631804371,-0.8903362170664569,-0.5188535957207951,-0.9211805454492534,-1.0,-1.0,-0.5485905775675142,-0.9134199134199136
0,-0.5400634199441525,-0.3919513019952656,-0.5281597678114849,-0.7479533404029692,0.05208991604224966,-0.1888841175388013,-0.429240862230553,-0.48489065606361836,0.2535353535353537,0.1807076663858469,-0.7313054499366287,-0.7039427157001413,-0.7438627903689394,-0.8722520442736058,-0.7390624468844544,-0.5210142097515548,-0.7876262626262627,-0.6044705436635727,-0.5821466764225811,-0.6702596630874893,-0.36748488082532904,-0.14179104477611926,-0.3128143831864134,-0.6541977978765238,0.22208281053952295,0.06763299085096675,0.11118210862619815,0.06254295532646048,0.26000394244037084,0.11714548078184439
1,-0.6659567419186899,-0.2911734866418667,-0.6565544882869186,-0.8382184517497349,0.07556197526406061,-0.3195509477946139,-0.6965323336457357,-0.6950298210735586,-0.12929292929292902,0.17354675652906515,-0.839145391997103,-0.33707567185289944,-0.8789991989822363,-0.9510345574693966,-0.3087670394669748,-0.47099468260882627,-0.7681313131313131,-0.41504072741049436,-0.5782067878651431,-0.5925265674446885,-0.7701885450017787,-0.42803837953091683,-0.7787738433188902,-0.906999606763665,-0.22300733011952723,-0.6553637783663688,-0.7931309904153354,-0.5782817869415807,-0.6775083776857874,-0.5379771743408106
1,-0.46149841450139606,-0.4866418667568482,-0.4822748946168198,-0.7061293743372217,-0.09415906833980325,-0.6487332065517453,-0.8503748828491097,-0.7905566600397614,-0.34646464646464636,-0.5838247683235043,-0.9286619590802101,-0.7390823903818953,-0.9237619563680912,-0.9596262966989044,-0.6535336710065607,-0.8909183765433955,-0.9328787878787879,-0.7547262739155143,-0.6429335284516237,-0.93855976120393,-0.5887584489505513,-0.5159914712153517,-0.6186065043079834,-0.8086905230043255,-0.1120649805190519,-0.8177760960891036,-0.8370607028753994,-0.6149828178694158,-0.5572639463828108,-0.8184441820805458
1,-0.6120024610724595,-0.6618194115657762,-0.6348559187340198,-0.8055567338282079,-0.13388101471517566,-0.7665787375007669,-0.8892689784442361,-0.7432405566600397,-0.48888888888888893,-0.29528222409435534,-0.9306174180698896,-0.3613861386138614,-0.941572821938463,-0.9541350546696103,-0.09936431315225902,-0.7152341755039506,-0.9266161616161617,-0.40026520174275426,-0.35447740192491695,-0.7312024100714452,-0.7566702241195304,-0.7441364605543709,-0.7848498431196771,-0.896136453008258,-0.3339496797200028,-0.8930640044241349,-0.9370926517571885,-0.7040549828178694,-0.8671397595111373,-0.7626918536009446
1,-0.6157887263950022,-0.6469394656746703,-0.6284983760624697,-0.8055567338282079,-0.5081700821522075,-0.6846205754248206,-0.8338331771321462,-0.7938369781312127,-0.047474747474747225,-0.4734625105307493,-0.9618323374977368,-0.7035007072135784,-0.9506196107996042,-0.9817780417558527,-0.7563993609137573,-0.7479796917715626,-0.912979797979798,-0.736313695775715,-0.6927449766420891,-0.9277116758564459,-0.704019921736037,-0.5303837953091683,-0.707953583345784,-0.8712642548171451,-0.49375949283497333,-0.6683645254242222,-0.7519169329073483,-0.535807560137457,-0.35462251133451606,-0.7661025842844025
1,-0.48421600643665097,-0.5069327020629018,-0.5188998687029232,-0.7168186638388123,-0.5858084318858898,-0.9069995705784921,-0.9371134020618557,-0.8311133200795229,-0.5838383838383838,-0.7620050547598987,-0.8071338040919791,-0.1867927864214991,-0.8369693257315177,-0.9090097460207173,-0.6162763028180983,-0.8717517349115271,-0.9497020202020202,-0.5756772115931048,-0.2556987673777227,-0.8572336691403064,-0.6463891853432941,-0.5634328358208953,-0.6877334528611981,-0.8374459300039323,-0.8293601003764117,-0.9615216695287715,-0.9642651757188498,-0.805360824742268,-0.8675340035481963,-0.9438541256723076
0,-0.26839888305172965,-0.19648292188028416,-0.2846382420012439,-0.5644538706256628,0.10264512051999652,-0.28151647138212377,-0.39409559512652304,-0.19254473161033803,-0.02323232323232327,-0.25779275484414477,-0.774687669744704,-0.6509016973125884,-0.8135984545069029,-0.8756513845774545,-0.8676955501920657,-0.6049809234836423,-0.87010101010101,-0.518090547452169,-0.71047447515056,-0.7779804596271575,-0.2927783706865883,-0.004264392324093702,-0.34966880820757984,-0.6066162013370036,-0.13319685663342806,-0.22051789543130462,-0.42699680511182103,0.2604810996563576,-0.1590774689532819,-0.2868949232585596
1,-0.25325382176155986,-0.28982076428812986,-0.27676041738649704,-0.5440933191940616,-0.2192831994222264,-0.6069566284277039,-0.6802249297094658,-0.5078528827037774,-0.5686868686868687,-0.6832350463352985,-0.9125113163135977,-0.43608557284299854,-0.9209348348489846,-0.943824967594201,-0.748308801033416,-0.8278907681677532,-0.8912626262626263,-0.5518090547452169,-0.6705127483536893,-0.936625070823487,-0.4251156172180717,-0.12260127931769715,-0.4672045420588673,-0.7058592213920566,-0.3339496797200028,-0.7836248799371308,-0.7284345047923322,-0.3010309278350515,-0.6830277942046126,-0.8563557654466747
0,-0.08476501490841959,-0.2106865065945216,-0.08492847764494504,-0.35431601272534463,0.07375643224699857,-0.2250782160603645,-0.2853795688847236,-0.08846918489065603,-0.05555555555555536,-0.4380791912384159,-0.4964330979540107,-0.7606524045261669,-0.5572727701079018,-0.6421428544746153,-0.7052724615018526,-0.751134076366149,-0.8615656565656565,-0.5718886152680432,-0.808690268475263,-0.868289042742838,0.31839203130558524,0.041577825159914816,0.2609193684944471,-0.0022611089264648054,0.44396750974047405,-0.35867508804610415,-0.25,0.43986254295532645,-0.1925882121032918,-0.4674012855831038
0,-0.13398646410147186,-0.258031788975313,-0.11118789302743415,-0.4440721102863203,0.16222804008305536,0.12152628673087529,-0.19306466729147154,0.021868787276341894,0.11515151515151523,-0.005897219882055271,-0.6685134890458084,-0.6849363507779349,-0.7081468218442256,-0.8230176429497309,-0.6387802971071148,-0.6581548352209572,-0.838989898989899,-0.508619056639515,-0.7464963133899927,-0.7756311927366195,-0.07292778370686581,0.037313432835821114,-0.13949897903282005,-0.44465198584349197,0.4228356336260979,-0.23157823248052312,-0.23578274760383378,0.4247422680412374,-0.15592351665681048,-0.22392758756395126
1,-0.4425670878886838,-0.5603652350355091,-0.4666574528367078,-0.6872110286320254,-0.2485329962986369,-0.7373780749647261,-0.8172446110590441,-0.8394632206759443,-0.04040404040404022,-0.6743892165122154,-0.9109179793590441,-0.6204031117397453,-0.9256467040474956,-0.9572729072577784,-0.7413060475235407,-0.7066722744615015,-0.8692424242424243,-0.7601818526236029,-0.49209208082399947,-0.9127869214930281,-0.575240128068303,-0.380597014925373,-0.6129289307236415,-0.7973358238301219,-0.28111998943406213,-0.7021276595744681,-0.6817891373801916,-0.6027491408934708,-0.19613640843682223,-0.7956185228912502
1,-0.764872923470112,-0.23571187013865402,-0.7744454426093565,-0.8931919406150584,-0.06527038006680508,-0.6420465002147109,-0.8982193064667292,-0.8504970178926441,-0.3363636363636364,-0.1983993260320136,-0.910483432916893,-0.27033239038189516,-0.9149036422748905,-0.9723644839913486,-0.4012305809565897,-0.7702105927238863,-0.9134343434343435,-0.6464103049820042,-0.5804581527551077,-0.7690670646601162,-0.823550337958022,0.041577825159914816,-0.8344539070670849,-0.9284801415650806,0.10453674965330473,-0.7300695636988096,-0.8496485623003195,-0.5520962199312713,-0.4823575793416124,-0.5137085137085138
0,0.3979838137157463,-0.2370645924923911,0.4305853085481308,0.1431601272534464,-0.2528662995395867,0.08410526961536102,0.028584817244611038,0.08151093439363799,-0.33232323232323213,-0.4953664700926703,-0.2355603838493574,-0.561615983026874,-0.2357348160015077,-0.4396766517618669,-0.729816092735493,-0.2887914200739028,-0.6803535353535354,-0.40860011365788973,-0.6803624697472842,-0.743017840609151,0.4414799003913197,-0.13859275053304887,0.44917575576472957,0.080810066850177,-0.25998811331968574,-0.13611006005568982,-0.07236421725239617,0.26529209621993144,-0.5000985610092648,-0.5600157418339236
1,-0.4151166643002506,-0.26750084545147135,-0.4434386013406122,-0.664729586426299,-0.6258914868646748,-0.7952886325992271,-0.915651358950328,-0.8751491053677932,-0.34040404040404026,-0.6242628475147427,-0.8463154082925947,-0.508132956152758,-0.8521415445507233,-0.9280236384894975,-0.586021688139511,-0.7255985820290204,-0.9322727272727273,-0.7892025004735745,-0.6347723307255022,-0.8751986512444204,-0.5325506937033084,-0.12366737739872047,-0.5529657851486626,-0.7723653165552498,-0.4633824209205575,-0.7335623017143522,-0.8770287539936102,-0.7116838487972508,-0.5576581904198699,-0.7474747474747476
1,-0.6280940886932651,-0.8214406493067299,-0.6496441158178425,-0.8131919406150583,-0.41229574794619483,-0.8292742776516779,-0.9420805998125585,-0.8639165009940357,-0.6070707070707069,-0.5640269587194604,-0.9537932283179432,-0.7052687411598302,-0.9519389341751874,-0.9839820096451611,-0.880001359757963,-0.8504220867005138,-0.9458585858585858,-0.6441371471869672,-0.39415770811054196,-0.8249657974379171,-0.7552472429740307,-0.8507462686567163,-0.7807659744011155,-0.8982500983090838,-0.7100970745559005,-0.9073066138875144,-0.9539297124600639,-0.7804810996563574,-0.772126946579933,-0.8505837596746688
1,-0.501254200388092,-0.1389922218464661,-0.5247045815769469,-0.7259809119830329,-0.47115645030242836,-0.7998895773265444,-0.9196813495782568,-0.8746520874751491,-0.5111111111111108,-0.5871946082561075,-0.9185949665037119,-0.6557637906647806,-0.9227253451444188,-0.958020015016866,-0.769996940544583,-0.8528254273440082,-0.9524747474747475,-0.8275809812464482,-0.7692913829008836,-0.8960656689191989,-0.5560298826040555,0.06449893390191908,-0.5783654564470342,-0.7848505701926858,-0.28111998943406213,-0.702903823577922,-0.8035143769968052,-0.5646048109965636,-0.3948354031145278,-0.6459399186671915
1,-0.45392588385631116,-0.5272235373689551,-0.46486075599474797,-0.7028207847295864,0.08097860431524806,-0.433654377032084,-0.8181818181818182,-0.7022862823061631,0.0707070707070705,-0.31465880370682386,-0.8030780372985697,-0.7158769448373408,-0.8362154266597559,-0.9184980145611302,-0.6059421422986707,-0.7993510980262566,-0.9001515151515151,-0.6514870240575866,-0.7138515224855068,-0.8110774843497366,-0.5361081465670581,-0.4818763326226012,-0.569500473131132,-0.7842607156901298,0.008122564881463123,-0.6689466484268126,-0.7726837060702876,-0.44707903780068725,-0.4062684801892371,-0.5995015085924178
1,-0.28070424534999283,-0.7328373351369633,-0.3020523806233155,-0.5628419936373277,-0.1750473955041978,-0.5718054107109994,-0.6147141518275538,-0.5676938369781312,-0.31414141414141405,-0.728727885425442,-0.7791055585732393,-0.8835307637906646,-0.8299957593177214,-0.8867832901878603,-0.7797192099806234,-0.7616486916814373,-0.8467171717171718,-0.6723621898086759,-0.7887094050768277,-0.904219006951066,-0.37175382426182835,-0.7217484008528785,-0.4213855271676874,-0.6673220605583956,-0.3247044839199631,-0.6788427394708503,-0.6019169329073482,-0.3686597938144329,-0.5817070766804651,-0.797455070182343
1,-0.499361067726821,0.370307744335475,-0.5352083477299425,-0.726914103923648,-0.5601697210436039,-0.9104349426415558,-1.0,-1.0,-0.35252525252525246,-0.5939342881213139,-0.7581024805359406,0.4527934936350777,-0.79955708429534,-0.8941796570028278,-0.6175000849848726,-0.9100099137801545,-1.0,-1.0,-0.33787358586142846,-0.8451418542625374,-0.6072572038420492,0.3875266524520258,-0.6546640768962597,-0.8163094769956745,-0.6955689097272668,-0.951800215385511,-1.0,-1.0,-0.667258032722255,-0.837465564738292
1,-0.5097732973638127,-0.43726750084545163,-0.5231842996337501,-0.7354825026511134,-0.30956035027534523,-0.6380590147843691,-0.8633552014995314,-0.8482107355864811,-0.5919191919191917,-0.4574557708508844,-0.9218540648198443,-0.6332213578500706,-0.9132073693634265,-0.9646692740727458,-0.7825747017030968,-0.7835791750533242,-0.9294444444444444,-0.8044705436635726,-0.812630157032701,-0.9334466509127592,-0.6150836001422981,-0.15511727078891235,-0.6173116191045369,-0.8219622493118364,-0.34451561777719086,-0.6107343481677678,-0.7412140575079872,-0.6089347079037801,-0.6684407648334318,-0.7081201626656173
